ChEMBL_ID,smiles,VSA_EState4,SlogP_VSA3,PNSA1,n5AHRing,PEOE_VSA13,VSA_EState8,piPC10,GGI5,PNSA2,SaaCH,BalabanJ,SlogP_VSA10,FilterItLogS,n6AHRing,PEOE_VSA9,RNCS,SsssN,ZMIC2,Xpc-5dv,PEOE_VSA2,MDEC-33,VSA_EState7,PEOE_VSA7,SRW09,SsCH3,pIC50
CHEMBL1202223,Br.Fc1ccc([C@H]2C[C@@H]2CN2CCN(c3cccc(Cl)c3)CC2)cc1,2.5108556033351035,0.0,386.21143991923014,0.0,0.0,5.450680063522025,5.9828336579087065,0.7119444444444445,-585.7021584437009,15.15109371859101,1.8224976381781709e-06,10.077801322358383,-5.911737208980661,1.0,0.0,3.3416551769314284,4.974177251019784,33.37380345401072,2.1732642369017436,4.899909730850478,3.2719750914168526,1.2362498679070648,54.15192054925384,7.753194269884341,0.0,7.25
CHEMBL1202214,Br.Br.COc1cc(F)ccc1N1CCN(C[C@H]2C[C@@H]2c2ccccc2)CC1,2.48548013144448,0.0,323.65618564400626,0.0,0.0,5.222685080204921,6.02269064795479,0.7016666666666668,-670.8162180996509,15.681735343684542,1.3066657808172897e-06,10.077801322358383,-6.20284684640715,1.0,12.797183815961095,2.284194528130486,4.871484315948601,42.36284822470563,2.2001205079435633,4.899909730850478,3.5962690499447554,1.315488694189542,35.95281934386901,7.753194269884341,1.6025191723460122,8.0
CHEMBL22242,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,0.43094482237339404,0.0,365.5859362625546,1.0,5.907179729351506,4.927212041739459,5.070475294452272,0.6422222222222221,-784.2344588853617,3.569114307760141,1.9367830228016496,0.0,-4.559570516786514,0.0,18.69231459838748,80.0787433593168,2.398466553287982,30.11497702978864,2.5996406678487114,9.694446914922299,6.534047077809358,2.3182326047703032,53.99383409254974,6.555356891810665,5.251838102040122,7.49
CHEMBL831,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,1.8120403439153445,0.0,367.07907772868674,0.0,0.0,3.9461837049634667,7.751723943025677,0.736388888888889,-619.7367785282108,13.602470675513002,1.54859954019331,5.687386274683562,-4.6602461029217075,1.0,5.563451491696996,59.194465489978896,4.650509163027351,31.610287702657228,1.8844141692994265,0.0,6.4829413267486204,0.0,37.37950732498524,5.37989735354046,2.148282417905434,7.27
CHEMBL415300,CN1CCN(C2=Nc3ccccc3Nc3ccc(Cl)cc32)CC1,4.115029237003444,0.0,362.68962013681,0.0,0.0,4.042555587049635,7.751723943025677,0.736388888888889,-592.7955069135478,14.114692897735225,1.54859954019331,17.062158824050687,-4.972066331930064,1.0,11.374772549367124,0.19783831409363467,4.70613416302735,31.125852173642976,1.9858554592213815,0.0,6.4829413267486204,0.0,37.37950732498524,5.37989735354046,2.1606280969177796,7.47
CHEMBL72292,CN1CCN(C2=Nc3ccccc3Nc3ccc(OS(=O)(=O)C(F)(F)F)cc32)CC1,-3.0459984988473,10.118126859033554,458.83279215976364,0.0,0.0,2.926482430424981,8.039021292502651,1.1044444444444441,-1233.3543361833792,11.300337228274637,1.5220401716878147,30.233403967075148,-4.817884320069213,1.0,11.374772549367124,102.4884064920991,4.195396476944772,39.31453905318607,2.4727002508236495,0.0,6.4829413267486204,0.0,37.37950732498524,5.37989735354046,2.0049473892222114,6.85
CHEMBL81485,CNCC1CC2c3ccccc3Cc3ccccc3N2O1,5.396593915343916,11.258410206662642,393.11071858609097,1.0,0.0,0.8862438586545729,7.376498348431108,0.6849999999999998,-541.0070558020426,17.379147612748802,1.5945022943753173,5.687386274683562,-4.261954663448359,0.0,11.729227103831523,86.35384190154875,2.1420370370370367,30.505105267318598,2.309623668789052,4.8375885837366335,6.678722918034117,2.25481497228521,36.225215149155794,7.065613363597717,1.980935689090451,5.77
CHEMBL70319,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccc(OS(=O)(=O)C(F)(F)F)cc32)CC1,-3.3370524143682077,10.118126859033554,490.87128083552113,0.0,0.0,2.8044354377596017,8.134078014938593,1.149444444444444,-1312.259312096753,8.990406885571627,1.5321678016834044,30.233403967075148,-5.549934231005195,1.0,11.374772549367124,96.41432007584578,4.1445759512036116,39.79584644914401,2.690704577701194,0.0,7.75274745524436,0.0,43.44587439344685,5.37989735354046,1.990833523290164,7.52
CHEMBL73589,CN1CCN(C2=Nc3ccccc3Sc3ccc(OS(=O)(=O)C(F)(F)F)cc32)CC1,-4.215066654659007,10.118126859033554,482.35578057531944,0.0,0.0,2.990730351815759,8.039021292502651,1.1044444444444441,-1179.922458865145,11.641818709756121,1.5220401716878147,18.858631417708022,-4.859608870895827,1.0,5.687386274683562,95.03913057677546,4.232479810278106,40.78553768926172,3.2739829189065697,0.0,6.4829413267486204,0.0,37.37950732498524,5.37989735354046,2.0131778418971087,7.64
CHEMBL83658,CN(C)CC1CC2c3ccccc3Cc3ccccc3N2O1,5.420757747543463,11.258410206662642,409.6072606956334,1.0,0.0,0.9556883030990174,7.404725990177473,0.7649999999999999,-563.9052271997449,17.443151455026452,1.5773124288743445,5.687386274683562,-3.9283861503982234,0.0,11.729227103831523,20.64423501377603,4.365214238473167,32.30325167797491,2.553368655458028,4.8375885837366335,6.678722918034117,2.2815935216679257,43.27288713183299,7.065613363597717,4.211871378180902,6.06
CHEMBL313189,CN(C)CCC1CC2c3ccccc3Cc3ccccc3N2O1,5.455671558746957,11.258410206662642,438.2475537405736,1.0,0.0,1.0640082514487275,7.4115468466789824,0.6849999999999999,-610.0708277589183,17.50715529730411,1.5253215372288915,5.687386274683562,-4.326617192638869,0.0,17.833193491579824,32.639527307223226,4.412972726127488,32.521996795447215,2.44207266553949,4.8375885837366335,6.678722918034117,3.4266838309397825,49.693708754758994,7.065613363597717,4.245894011925758,5.02
CHEMBL430798,CN1CCN(C2=Nc3ccccc3Oc3ccc(OS(=O)(=O)C(F)(F)F)cc32)CC1,-4.611478691696044,10.118126859033554,469.2640279996727,0.0,0.0,2.830110548338813,8.039021292502651,1.1044444444444441,-1286.664168656751,10.788115006052415,1.5220401716878147,18.858631417708022,-4.50567379704957,1.0,5.563451491696996,102.96630104350305,4.139771476944772,41.36410904285747,2.371258960901695,0.0,6.4829413267486204,0.0,37.37950732498524,5.37989735354046,1.9926017102098659,7.28
CHEMBL6437,CN1CCN2c3ccccc3Cc3ccccc3C2C1,5.8951880196523065,6.4208216229260096,339.0991415598267,0.0,0.0,3.379824499244142,7.306709654863054,0.5488888888888889,-411.09651903289677,17.87688846371882,1.6374408832168612,5.687386274683562,-3.9157796586758447,1.0,6.041840829147961,1.6493267781415915,5.062546296296297,31.245799426746455,2.6258054283663133,0.0,5.234105828628907,1.0585922146636433,36.225215149155794,5.459585514144159,2.232886432350718,5.15
CHEMBL19331,Oc1ccc2c(c1)CCN2,2.3868518518518522,6.4208216229260096,218.04252548717358,1.0,0.0,0.9987962962962963,0.0,0.08000000000000002,-215.45633241773626,5.4346759259259265,1.9634758999636517,5.687386274683562,-1.93858941173124,0.0,0.0,99.73213406160312,0.0,17.161336505046503,0.6776715942610168,0.0,1.6509636244473134,1.0314814814814814,30.183374320007836,6.580639137284949,0.0,5.99
CHEMBL2303762,OC[C@H]1O[C@H](Oc2ccc(CC3NCCc4cc(O)c(O)cc43)cc2)[C@H](O)[C@H](O)[C@H]1O,2.948040390223659,17.578506199652068,521.5401634328867,0.0,0.0,0.2431758593393234,6.936585660650014,1.0138888888888888,-2069.567958001265,10.322206171276893,1.2524100101442799,0.0,-1.625517451292437,2.0,6.606881964512918,366.82836001421197,0.0,33.37469672350688,2.6762853406163742,0.0,13.808406335922127,-5.244770204893313,60.34222240070202,0.0,0.0,5.62
CHEMBL349034,Fc1ccc(N2CCN(CC[C@H]3CC[C@H](Nc4ncccn4)CC3)CC2)cc1,1.1335814749006943,0.0,372.7856337829619,0.0,0.0,5.44424568021308,5.767148433611351,0.6111111111111112,-766.8363858908411,12.304270886631619,1.0751533658076506,16.026140603344878,-5.1737571595334,1.0,0.0,22.183804860856487,4.945077923957135,33.10505378073069,2.125132933653084,4.899909730850478,1.5245594325337493,9.876292020529736,74.89860590901208,0.0,0.0,7.1
CHEMBL164792,COc1ccccc1N1CCN(CC[C@H]2CC[C@H](Nc3ncccn3)CC2)CC1,1.2248777711969905,0.0,353.79953952493446,0.0,0.0,5.659853778390623,5.805134968916488,0.5902777777777778,-846.4665476949169,13.814241387874512,1.0984186922054682,11.635725555670057,-5.012334831431933,1.0,12.797183815961095,14.29599304532735,5.089211049429547,33.590781960320896,2.3283787761777277,4.899909730850478,1.7948053006452804,9.998755878704886,62.76587177208884,0.0,1.7561612034310787,8.0
CHEMBL331077,CN(C)CC1CC2c3ccccc3Cc3ccncc3N2O1,5.191591080876796,11.258410206662642,314.66177981975034,1.0,0.0,0.9352801398337114,7.404725990177473,0.7649999999999999,-458.742414535274,14.654306972789115,1.5773124288743445,5.687386274683562,-3.7070190077194347,0.0,17.9260706754446,22.878591286252778,4.287089238473167,26.080449680869265,2.510152944294349,9.821567104683842,6.678722918034117,5.992984063995969,36.852065508906975,7.065613363597717,4.187180020156211,5.72
